propServerA,propServerB,bestof,model,pointServeRate,pointRate,holdRate,gameRate,setRate,winRate,expPoints,expGames,expSets,tiebreakRate,medianTGames
0.32,0.56,3,static,0.32036,0.3826,0.12456,0.23688,0.016774,0.0008,38.746,3.7888,0.0341,0.016774,16
0.32,0.57,3,static,0.32056,0.378,0.12609,0.22754,0.01294,0.0009,37.57,3.5845,0.0262,0.014816,15
0.32,0.58,3,static,0.31931,0.37121,0.12466,0.21479,0.010542,0.0006,36.028,3.3204,0.0213,0.011977,15
0.32,0.59,3,static,0.32064,0.3675,0.12496,0.20655,0.0080357,0.0001,35.073,3.1521,0.0162,0.0091766,15
0.32,0.6,3,static,0.31978,0.36122,0.12465,0.19398,0.0052234,0.0003,33.719,2.9077,0.0105,0.0076609,15
0.32,0.61,3,static,0.321,0.357,0.1255,0.18558,0.0054705,0.0001,32.882,2.7516,0.011,0.0051721,14
0.32,0.62,3,static,0.31994,0.35059,0.12519,0.17382,0.0036864,0,31.61,2.5368,0.0074,0.0044336,14
0.32,0.63,3,static,0.3194,0.3455,0.1241,0.16479,0.0026927,0,30.626,2.3757,0.0054,0.0032412,14
0.32,0.64,3,static,0.32099,0.34162,0.12553,0.15789,0.002991,0,29.931,2.2576,0.006,0.0023928,14
0.32,0.65,3,static,0.31982,0.33497,0.12393,0.14659,0.0013482,0,28.734,2.0653,0.0027,0.0019973,14
0.32,0.66,3,static,0.31995,0.33009,0.12425,0.13986,0.001398,0,27.894,1.9549,0.0028,0.0020471,14
0.32,0.67,3,static,0.32131,0.3248,0.12715,0.13219,0.00069951,0,27.039,1.8303,0.0014,0.0012491,14
0.32,0.68,3,static,0.31998,0.31976,0.12542,0.1241,0.00034988,0,26.219,1.7017,0.0007,0.00079972,13
0.32,0.69,3,static,0.32068,0.31483,0.12664,0.11815,0.0005497,0,25.481,1.6092,0.0011,0.00084953,13
0.32,0.7,3,static,0.32099,0.31074,0.12666,0.11377,0.00039984,0,24.876,1.5416,0.0008,0.00039984,13
0.32,0.71,3,static,0.31839,0.30473,0.12222,0.1052,0.00024994,0,23.979,1.4115,0.0005,0.00024994,13
0.32,0.72,3,static,0.32004,0.30078,0.12468,0.10159,9.999e-05,0,23.432,1.3574,0.0002,0.00039996,13
0.32,0.73,3,static,0.31966,0.29553,0.12458,0.095794,9.999e-05,0,22.719,1.2717,0.0002,0.00014999,13
0.32,0.74,3,static,0.32035,0.29122,0.12515,0.091482,0.00014998,0,22.153,1.2086,0.0003,0.00019997,13
0.32,0.75,3,static,0.32018,0.2874,0.12552,0.088099,0,0,21.653,1.1595,0,0.0001,13
0.32,0.76,3,static,0.32146,0.28262,0.12707,0.085446,0,0,21.05,1.1212,0,5e-05,13
0.32,0.77,3,static,0.31983,0.27786,0.12444,0.080975,0,0,20.478,1.0574,0,0.00025,13
0.32,0.78,3,static,0.31992,0.27332,0.12475,0.077983,0,0,19.944,1.015,0,5e-05,13
0.32,0.79,3,static,0.31949,0.2681,0.1243,0.074486,9.999e-05,0,19.337,0.9659,0.0002,9.999e-05,13
0.32,0.8,3,static,0.32069,0.26507,0.12608,0.074269,4.9998e-05,0,19,0.9628,0.0001,9.9995e-05,13
0.32,0.81,3,static,0.31922,0.25977,0.12477,0.070594,0,0,18.415,0.9115,0,0,13
0.32,0.82,3,static,0.3199,0.25671,0.12387,0.069267,0,0,18.099,0.8931,0,0,13
0.32,0.83,3,static,0.31873,0.25128,0.12411,0.067483,0,0,17.517,0.8684,0,0,13
0.32,0.84,3,static,0.32053,0.24837,0.1256,0.067089,0,0,17.234,0.863,0,0,13
0.32,0.85,3,static,0.31976,0.24405,0.12574,0.066278,0,0,16.808,0.8518,0,0,13
0.32,0.86,3,static,0.32023,0.24034,0.12645,0.06587,0,0,16.442,0.8462,0,0.0001,13
0.32,0.87,3,static,0.31961,0.23619,0.12525,0.06456,0,0,16.039,0.8282,0,0,13
0.32,0.88,3,static,0.31993,0.23319,0.12527,0.063931,0,0,15.762,0.8196,0,5e-05,13
0.32,0.89,3,static,0.31917,0.2286,0.12313,0.062456,0,0,15.332,0.7994,0,0,13
0.33,0.1,3,static,0.32922,0.58066,0.1378,0.5887,0.9523,0.9928,72.51,13.426,1.9904,0.40797,22
0.33,0.11,3,static,0.32937,0.57761,0.13923,0.58823,0.94356,0.9911,72.989,13.504,1.9879,0.40421,22
0.33,0.12,3,static,0.3298,0.57464,0.1383,0.58647,0.93233,0.9866,73.803,13.595,1.9827,0.40628,22
0.33,0.13,3,static,0.33035,0.57184,0.14035,0.58615,0.92477,0.9835,74.136,13.647,1.978,0.40268,22
0.33,0.14,3,static,0.3293,0.56863,0.13837,0.58418,0.91621,0.9808,74.854,13.735,1.9747,0.40509,22
0.33,0.15,3,static,0.32975,0.56566,0.13953,0.5834,0.90655,0.9743,75.195,13.77,1.9664,0.4003,22
0.33,0.16,3,static,0.33002,0.56251,0.13982,0.58107,0.89146,0.9673,76.037,13.872,1.9556,0.39686,22
0.33,0.17,3,static,0.32999,0.55954,0.13906,0.5793,0.88259,0.9604,76.565,13.915,1.9462,0.40003,22
0.33,0.18,3,static,0.32937,0.55618,0.13845,0.57622,0.86382,0.9505,77.43,14.02,1.9308,0.39773,23
0.33,0.19,3,static,0.32921,0.55268,0.13694,0.57303,0.84759,0.9357,78.235,14.082,1.9097,0.3955,23
0.33,0.2,3,static,0.32992,0.54954,0.13794,0.57076,0.83109,0.9253,79.318,14.208,1.9002,0.39508,23
0.33,0.21,3,static,0.33009,0.54596,0.13977,0.56751,0.80853,0.9029,79.502,14.182,1.8639,0.3796,23
0.33,0.22,3,static,0.32942,0.54266,0.13874,0.56431,0.79431,0.8922,80.768,14.318,1.8517,0.38564,23
0.33,0.23,3,static,0.33029,0.53949,0.14005,0.56077,0.77449,0.8674,80.923,14.269,1.8158,0.37539,23
0.33,0.24,3,static,0.3301,0.53596,0.13869,0.55665,0.75295,0.8457,81.708,14.304,1.7826,0.3793,23
0.33,0.25,3,static,0.32939,0.53156,0.13704,0.55052,0.72728,0.8182,82.623,14.342,1.7449,0.37142,25
0.33,0.26,3,static,0.32967,0.52763,0.13879,0.54534,0.69814,0.7838,82.935,14.287,1.6911,0.35813,25
0.33,0.27,3,static,0.3299,0.52431,0.13944,0.54106,0.67807,0.7561,83.228,14.238,1.6528,0.35381,25
0.33,0.28,3,static,0.33095,0.52127,0.14109,0.53662,0.65246,0.7222,83.647,14.205,1.6031,0.34746,26
0.33,0.29,3,static,0.33054,0.51701,0.13969,0.52997,0.62683,0.687,83.845,14.092,1.5514,0.33644,26
0.33,0.3,3,static,0.32995,0.51264,0.13954,0.52281,0.59387,0.6415,83.64,13.917,1.4772,0.32793,26
0.33,0.31,3,static,0.33032,0.50881,0.13974,0.51626,0.56812,0.6007,83.056,13.701,1.4144,0.31222,26
0.33,0.32,3,static,0.33018,0.50444,0.1393,0.50773,0.52922,0.5432,82.965,13.499,1.3266,0.30438,26
0.33,0.33,3,static,0.32927,0.49985,0.13786,0.49973,0.49998,0.5017,82.168,13.211,1.2484,0.29453,26
0.33,0.34,3,static,0.33036,0.49546,0.13869,0.49086,0.46647,0.4495,81.359,12.903,1.1658,0.27977,26
0.33,0.35,3,static,0.33032,0.4915,0.13947,0.48347,0.44157,0.4094,80.069,12.577,1.0999,0.26557,26
0.33,0.36,3,static,0.32985,0.48671,0.1392,0.474,0.40293,0.3547,79.031,12.227,1.0023,0.25298,26
0.33,0.37,3,static,0.32977,0.48194,0.13909,0.46365,0.36783,0.3076,77.064,11.747,0.9048,0.23888,25
0.33,0.38,3,static,0.32971,0.47714,0.13877,0.45298,0.33362,0.2652,75.123,11.253,0.8127,0.22488,23
0.33,0.39,3,static,0.32999,0.4726,0.13927,0.44335,0.30674,0.227,73.572,10.87,0.7445,0.20675,23
0.33,0.4,3,static,0.3302,0.46835,0.13966,0.43408,0.28022,0.1912,71.918,10.454,0.6734,0.193,23
0.33,0.41,3,static,0.32983,0.46391,0.14045,0.42419,0.25517,0.1598,69.929,10.013,0.6087,0.17606,22
0.33,0.42,3,static,0.32977,0.45856,0.13993,0.4121,0.22419,0.1288,67.092,9.434,0.5251,0.15716,21
0.33,0.43,3,static,0.32994,0.45335,0.13891,0.39935,0.1979,0.1023,64.903,8.9187,0.4584,0.14584,21
0.33,0.44,3,static,0.33043,0.44864,0.14011,0.38819,0.17377,0.0787,62.911,8.4686,0.3977,0.13554,20
0.33,0.45,3,static,0.33058,0.44379,0.13889,0.3764,0.15093,0.0618,60.682,7.9965,0.3409,0.11976,20
0.33,0.46,3,static,0.32947,0.43856,0.1386,0.36484,0.13226,0.0485,58.204,7.5283,0.2947,0.10529,19
0.33,0.47,3,static,0.32941,0.43388,0.13818,0.35351,0.1138,0.0345,56.327,7.1282,0.2511,0.093587,19
0.33,0.48,3,static,0.3298,0.42902,0.13903,0.34163,0.09766,0.0273,54.076,6.6948,0.2124,0.081981,18
0.33,0.49,3,static,0.32935,0.42352,0.13811,0.32906,0.083089,0.0201,51.975,6.2781,0.1788,0.070635,18
0.33,0.5,3,static,0.32992,0.41866,0.1398,0.31773,0.069879,0.0147,50.106,5.9163,0.1488,0.063539,17
0.33,0.51,3,static,0.32847,0.41243,0.13746,0.30276,0.055527,0.01,47.745,5.4589,0.1168,0.048491,17
0.33,0.52,3,static,0.3298,0.40789,0.13824,0.29207,0.046684,0.0065,46.261,5.1591,0.0975,0.04429,17
0.33,0.53,3,static,0.32967,0.40301,0.13887,0.28076,0.041448,0.005,44.606,4.8587,0.0862,0.037025,16
0.33,0.54,3,static,0.32948,0.39749,0.13794,0.26778,0.032125,0.0019,42.962,4.527,0.0663,0.030962,16
0.33,0.55,3,static,0.33041,0.3925,0.13936,0.25627,0.02623,0.0021,41.473,4.2422,0.0538,0.024621,16
0.33,0.56,3,static,0.33023,0.38735,0.13967,0.24536,0.020629,0.001,40.098,3.9847,0.0421,0.020972,16
0.33,0.57,3,static,0.32994,0.38207,0.13982,0.23427,0.016722,0.0007,38.642,3.736,0.034,0.016821,15
0.33,0.58,3,static,0.3284,0.3761,0.13656,0.22131,0.013567,0.0004,37.141,3.4578,0.0275,0.011791,15
0.33,0.59,3,static,0.3298,0.37099,0.13838,0.21096,0.0093652,0.0006,35.908,3.2424,0.0189,0.0099103,15
0.33,0.6,3,static,0.32959,0.36561,0.13777,0.20052,0.0073467,0.0002,34.717,3.0362,0.0148,0.0091834,15
0.33,0.61,3,static,0.33021,0.36077,0.13763,0.19041,0.0068041,0.0002,33.708,2.8443,0.0137,0.0066551,15
0.33,0.62,3,static,0.33072,0.3556,0.13894,0.18092,0.0044803,0.0002,32.612,2.6655,0.009,0.0058742,14
0.33,0.63,3,static,0.33093,0.35115,0.13963,0.17319,0.0034878,0,31.694,2.5254,0.007,0.0045341,14
0.33,0.64,3,static,0.32915,0.34519,0.13834,0.16295,0.0027425,0,30.561,2.3446,0.0055,0.0032909,14
0.33,0.65,3,static,0.3304,0.34001,0.13858,0.15405,0.0017469,0,29.639,2.1909,0.0035,0.0020963,14
0.33,0.66,3,static,0.32947,0.33428,0.13811,0.14594,0.0016473,0,28.585,2.0549,0.0033,0.0015974,14
0.33,0.67,3,static,0.32885,0.32978,0.13717,0.13827,0.0010489,0,27.869,1.9288,0.0021,0.0017981,14
0.33,0.68,3,static,0.32967,0.32555,0.13634,0.13168,0.0009491,0,27.141,1.8222,0.0019,0.00089915,14
0.33,0.69,3,static,0.32962,0.32019,0.13819,0.12473,0.00049975,0,26.299,1.7115,0.001,0.00074963,13
0.33,0.7,3,static,0.32912,0.31483,0.1362,0.1181,0.00029991,0,25.464,1.6082,0.0006,0.0009997,13
0.33,0.71,3,static,0.33049,0.31068,0.14124,0.11422,0.00039984,0,24.864,1.5483,0.0008,0.0004998,13
0.33,0.72,3,static,0.33049,0.30701,0.13979,0.1096,0.00029991,0,24.327,1.4778,0.0006,0.00054984,13
0.33,0.73,3,static,0.33179,0.30234,0.14156,0.10428,0.00014998,0,23.659,1.3976,0.0003,0.0006499,13
0.33,0.74,3,static,0.33038,0.2962,0.13955,0.098866,0.00014998,0,22.815,1.317,0.0003,0.00029996,13
0.33,0.75,3,static,0.32924,0.29115,0.1386,0.09375,9.999e-05,0,22.164,1.2416,0.0002,0.00019998,13
0.33,0.76,3,static,0.33045,0.28741,0.13979,0.091633,0,0,21.674,1.2107,0,0.0001,13
0.33,0.77,3,static,0.32875,0.28235,0.13651,0.086579,9.999e-05,0,21.033,1.1376,0.0002,0.00014999,13
0.33,0.78,3,static,0.32894,0.2782,0.13745,0.084335,0,0,20.538,1.1053,0,0.0001,13
0.33,0.79,3,static,0.33066,0.27519,0.13905,0.082006,0,0,20.185,1.0721,0,0.00015,13
0.33,0.8,3,static,0.32976,0.27019,0.13688,0.079107,0,0,19.604,1.0309,0,0.0001,13
0.33,0.81,3,static,0.33104,0.26645,0.13979,0.07794,0,0,19.189,1.0144,0,0.0001,13
0.33,0.82,3,static,0.33112,0.26255,0.14179,0.077693,0,0,18.761,1.0109,0,0.0001,13
0.33,0.83,3,static,0.33079,0.25881,0.14111,0.075868,0,0,18.362,0.9852,0,0,13
0.33,0.84,3,static,0.33022,0.2547,0.13818,0.073567,0,0,17.942,0.9529,0,0,13
0.33,0.85,3,static,0.32903,0.24963,0.13596,0.071084,0,0,17.405,0.9183,0,0,13
0.33,0.86,3,static,0.32957,0.24613,0.13866,0.071998,0,0,17.061,0.931,0,0,13
0.33,0.87,3,static,0.32914,0.24224,0.13816,0.070688,0,0,16.685,0.9128,0,5e-05,13
0.33,0.88,3,static,0.33006,0.23941,0.13893,0.070702,0,0,16.428,0.913,0,5e-05,13
0.33,0.89,3,static,0.32989,0.23542,0.13944,0.070249,0,0,16.036,0.9067,0,0,13
0.34,0.1,3,static,0.33976,0.58488,0.15396,0.59617,0.95985,0.9953,71.391,13.27,1.9937,0.36561,22
0.34,0.11,3,static,0.33971,0.58182,0.15377,0.59469,0.94992,0.9926,72.047,13.353,1.9897,0.36675,22
0.34,0.12,3,static,0.34073,0.57944,0.15558,0.59508,0.94543,0.9905,72.231,13.378,1.987,0.36199,22
0.34,0.13,3,static,0.33989,0.576,0.15424,0.59294,0.9359,0.9883,72.986,13.473,1.9843,0.36185,22
0.34,0.14,3,static,0.3403,0.5734,0.15523,0.59221,0.92669,0.9843,73.421,13.529,1.9782,0.36043,22
0.34,0.15,3,static,0.33926,0.56992,0.15329,0.59007,0.91703,0.9805,74.135,13.617,1.9741,0.36605,22
0.34,0.16,3,static,0.34095,0.56752,0.15518,0.58997,0.91446,0.9784,74.348,13.617,1.9714,0.35945,22
0.34,0.17,3,static,0.34013,0.56411,0.15451,0.58728,0.89945,0.9723,75.251,13.731,1.9616,0.36201,22
0.34,0.18,3,static,0.33997,0.56083,0.15398,0.58457,0.88214,0.9603,75.965,13.809,1.946,0.3573,22
0.34,0.19,3,static,0.33935,0.55718,0.15481,0.58176,0.86723,0.9491,76.718,13.9,1.9335,0.35582,22
0.34,0.2,3,static,0.33955,0.55401,0.15282,0.5787,0.85608,0.9438,77.346,13.931,1.9207,0.35751,22
0.34,0.21,3,static,0.33947,0.55043,0.15402,0.57601,0.83581,0.9283,78.354,14.04,1.9013,0.35304,23
0.34,0.22,3,static,0.34077,0.54736,0.1552,0.57296,0.81863,0.9186,79.482,14.146,1.8876,0.34951,23
0.34,0.23,3,static,0.33884,0.54297,0.1515,0.56759,0.79532,0.8938,80.315,14.186,1.8504,0.35747,23
0.34,0.24,3,static,0.34,0.54004,0.1536,0.56413,0.77794,0.8743,80.73,14.176,1.8245,0.34682,23
0.34,0.25,3,static,0.33987,0.53662,0.15445,0.56032,0.76028,0.8547,80.924,14.144,1.7945,0.33619,23
0.34,0.26,3,static,0.34005,0.53275,0.15452,0.55524,0.73081,0.8215,81.808,14.163,1.7454,0.33216,23
0.34,0.27,3,static,0.34016,0.52879,0.15473,0.54975,0.7055,0.7904,82.571,14.178,1.704,0.33093,25
0.34,0.28,3,static,0.33975,0.52503,0.15412,0.54426,0.68402,0.763,82.686,14.099,1.663,0.32021,25
0.34,0.29,3,static,0.34059,0.52146,0.15523,0.53855,0.65938,0.7307,83.023,14.021,1.6133,0.31373,25
0.34,0.3,3,static,0.33949,0.51689,0.15326,0.53103,0.62604,0.6857,83.444,13.934,1.5462,0.30687,26
0.34,0.31,3,static,0.33876,0.51226,0.15175,0.52288,0.59173,0.6347,83.485,13.786,1.4737,0.29625,26
0.34,0.32,3,static,0.34134,0.50939,0.1573,0.518,0.57164,0.6076,83.332,13.643,1.4267,0.29085,26
0.34,0.33,3,static,0.34072,0.50444,0.15578,0.50868,0.53177,0.5443,82.638,13.335,1.3263,0.27906,26
0.34,0.34,3,static,0.33943,0.50008,0.15325,0.50013,0.50336,0.5036,81.978,13.076,1.2584,0.26852,26
0.34,0.35,3,static,0.33926,0.49502,0.15202,0.48995,0.46203,0.4429,81.144,12.738,1.1542,0.2578,26
0.34,0.36,3,static,0.34038,0.49119,0.15425,0.48196,0.43523,0.4006,80.543,12.492,1.0903,0.24722,26
0.34,0.37,3,static,0.34022,0.48689,0.15454,0.4731,0.40369,0.3582,78.878,12.066,1.0008,0.2367,25
0.34,0.38,3,static,0.33989,0.4817,0.15413,0.4621,0.36751,0.3067,77.127,11.597,0.904,0.22079,24
0.34,0.39,3,static,0.33925,0.47699,0.15357,0.45175,0.33422,0.262,75.347,11.169,0.8173,0.20749,23
0.34,0.4,3,static,0.33946,0.47273,0.15389,0.4423,0.30782,0.2254,73.678,10.767,0.7479,0.18953,23
0.34,0.41,3,static,0.34007,0.46766,0.15408,0.43041,0.27423,0.1828,71.587,10.261,0.6591,0.17782,22
0.34,0.42,3,static,0.33952,0.46286,0.15288,0.41956,0.24946,0.1534,69.224,9.7511,0.5913,0.16146,22
0.34,0.43,3,static,0.33998,0.45804,0.15385,0.40803,0.22336,0.1302,67.102,9.2654,0.5236,0.14862,21
0.34,0.44,3,static,0.33943,0.45318,0.15383,0.39727,0.19733,0.1025,64.92,8.8106,0.457,0.13355,21
0.34,0.45,3,static,0.34071,0.44825,0.15495,0.38449,0.17119,0.0776,62.637,8.2948,0.3912,0.12126,20
0.34,0.46,3,static,0.34104,0.44375,0.15542,0.37378,0.15049,0.0609,60.479,7.8722,0.3395,0.1098,19
0.34,0.47,3,static,0.33946,0.43762,0.15314,0.35983,0.1278,0.0465,57.82,7.3409,0.2838,0.096731,19
0.34,0.48,3,static,0.33891,0.43245,0.15282,0.34798,0.11162,0.0362,55.452,6.911,0.2452,0.082943,18
0.34,0.49,3,static,0.34062,0.4278,0.15496,0.33549,0.094409,0.0256,53.651,6.4961,0.205,0.07433,18
0.34,0.5,3,static,0.3405,0.4226,0.1558,0.32392,0.079911,0.0183,51.621,6.1143,0.1716,0.065428,18
0.34,0.51,3,static,0.3403,0.41755,0.15409,0.31162,0.068886,0.0126,49.74,5.7416,0.1467,0.05231,17
0.34,0.52,3,static,0.34016,0.41256,0.15381,0.29972,0.054948,0.0089,47.783,5.3778,0.1156,0.046107,17
0.34,0.53,3,static,0.33914,0.40699,0.15278,0.28726,0.046911,0.0054,45.996,5.0387,0.0981,0.040407,17
0.34,0.54,3,static,0.34062,0.40195,0.15559,0.27601,0.03833,0.004,44.257,4.7331,0.0795,0.034087,16
0.34,0.55,3,static,0.34033,0.39707,0.15584,0.26548,0.033546,0.003,42.898,4.4747,0.0693,0.028899,16
0.34,0.56,3,static,0.34002,0.39202,0.15406,0.25327,0.024976,0.001,41.364,4.1723,0.0512,0.024732,16
0.34,0.57,3,static,0.33878,0.38581,0.15283,0.24103,0.020433,0.0008,39.637,3.8894,0.0417,0.020923,16
0.34,0.58,3,static,0.34035,0.38131,0.15395,0.23036,0.016824,0.0009,38.418,3.653,0.0342,0.015299,15
0.34,0.59,3,static,0.33967,0.37578,0.15356,0.21938,0.013614,0.0002,37.053,3.4204,0.0276,0.011986,15
0.34,0.6,3,static,0.34022,0.37106,0.15463,0.20936,0.010149,0.0003,35.929,3.213,0.0205,0.010495,15
0.34,0.61,3,static,0.33812,0.36492,0.15189,0.19796,0.007052,0.0004,34.566,2.9871,0.0142,0.0090882,15
0.34,0.62,3,static,0.34016,0.36041,0.15342,0.189,0.0062112,0,33.57,2.8162,0.0125,0.0062112,15
0.34,0.63,3,static,0.33966,0.35482,0.15462,0.17931,0.0041824,0,32.431,2.6363,0.0084,0.0050787,14
0.34,0.64,3,static,0.33974,0.35019,0.15308,0.17056,0.0034381,0,31.503,2.4784,0.0069,0.0037869,14
0.34,0.65,3,static,0.34102,0.34576,0.15584,0.16302,0.002991,0,30.695,2.3464,0.006,0.002991,14
0.34,0.66,3,static,0.3406,0.34027,0.15478,0.15488,0.0018466,0,29.671,2.2052,0.0037,0.0020462,14
0.34,0.67,3,static,0.33962,0.33418,0.15343,0.14586,0.0012484,0,28.591,2.0528,0.0025,0.0013983,14
0.34,0.68,3,static,0.34058,0.33019,0.15678,0.1401,0.0014978,0,27.896,1.9591,0.003,0.0016475,14
0.34,0.69,3,static,0.33936,0.32481,0.15336,0.13222,0.0009491,0,27.041,1.8309,0.0019,0.0014986,14
0.34,0.7,3,static,0.34107,0.3201,0.15667,0.1266,0.00059964,0,26.277,1.7413,0.0012,0.00074955,14
0.34,0.71,3,static,0.33929,0.31517,0.15384,0.11987,0.00039984,0,25.528,1.6357,0.0008,0.00069972,13
0.34,0.72,3,static,0.34052,0.31135,0.15506,0.11545,0.00014998,0,24.951,1.5672,0.0003,0.0006499,13
0.34,0.73,3,static,0.33987,0.30658,0.15277,0.11055,0.00019996,0,24.284,1.4923,0.0004,0.00074985,13
0.34,0.74,3,static,0.34071,0.30238,0.155,0.1065,0.00014998,0,23.677,1.4308,0.0003,0.00029996,13
0.34,0.75,3,static,0.33999,0.29742,0.15509,0.10288,9.999e-05,0,23.019,1.3765,0.0002,0.00039996,13
0.34,0.76,3,static,0.34019,0.29338,0.15599,0.09979,0.00014998,0,22.485,1.3306,0.0003,0.00014998,13
0.34,0.77,3,static,0.3402,0.28837,0.15553,0.095499,4.9998e-05,0,21.82,1.2672,0.0001,0.00014999,13
0.34,0.78,3,static,0.33914,0.28394,0.15336,0.092011,0,0,21.28,1.2162,0,0.0001,13
0.34,0.79,3,static,0.33948,0.27985,0.15359,0.089429,0,0,20.765,1.1786,0,0.0001,13
0.34,0.8,3,static,0.34,0.27615,0.1543,0.087581,0,0,20.348,1.1519,0,5e-05,13
0.34,0.81,3,static,0.33961,0.27169,0.1532,0.084909,4.9998e-05,0,19.825,1.1135,0.0001,0,13
0.34,0.82,3,static,0.34022,0.26829,0.15536,0.084705,0,0,19.457,1.1106,0,0,13
0.34,0.83,3,static,0.34139,0.26482,0.15609,0.083413,0,0,19.078,1.0921,0,5e-05,13
0.34,0.84,3,static,0.33993,0.26016,0.15412,0.081097,0,0,18.562,1.0591,0,5e-05,13
0.34,0.85,3,static,0.34034,0.25627,0.15588,0.080865,4.9998e-05,0,18.147,1.0558,0.0001,4.9998e-05,13
0.34,0.86,3,static,0.34024,0.25292,0.1538,0.079505,0,0,17.802,1.0365,0,0,13
0.34,0.87,3,static,0.34009,0.24901,0.15549,0.079279,0,0,17.425,1.0333,0,0,13
0.34,0.88,3,static,0.3395,0.24508,0.15213,0.0771,0,0,17.025,1.0025,0,5e-05,13
0.34,0.89,3,static,0.34089,0.24179,0.15587,0.078559,0,0,16.728,1.0231,0,5e-05,13
0.35,0.1,3,static,0.35098,0.58982,0.17182,0.60425,0.96583,0.9969,70.387,13.128,1.9957,0.32241,22
0.35,0.11,3,static,0.34963,0.58664,0.16961,0.60292,0.96077,0.995,70.658,13.165,1.9934,0.32244,22
0.35,0.12,3,static,0.35063,0.58407,0.1712,0.60306,0.95649,0.9954,71.061,13.216,1.9938,0.32694,22
0.35,0.13,3,static,0.34994,0.58049,0.17148,0.60136,0.94495,0.9907,71.674,13.306,1.9879,0.326,22
0.35,0.14,3,static,0.35011,0.57767,0.16887,0.59885,0.93628,0.9888,72.585,13.393,1.985,0.32753,22
0.35,0.15,3,static,0.35051,0.57482,0.17149,0.59872,0.93014,0.9858,72.756,13.427,1.9811,0.32321,22
0.35,0.16,3,static,0.3497,0.57113,0.17012,0.59622,0.91841,0.9801,73.528,13.514,1.9732,0.32721,22
0.35,0.17,3,static,0.35003,0.56835,0.17038,0.59467,0.91048,0.978,74.089,13.572,1.971,0.32225,22
0.35,0.18,3,static,0.3493,0.56472,0.16869,0.5915,0.89893,0.9707,74.792,13.637,1.9603,0.32682,22
0.35,0.19,3,static,0.34993,0.56143,0.16983,0.58993,0.88527,0.962,75.471,13.7,1.9483,0.32229,22
0.35,0.2,3,static,0.35023,0.5584,0.17025,0.58725,0.87053,0.9522,76.146,13.762,1.9344,0.31691,22
0.35,0.21,3,static,0.34992,0.55516,0.1711,0.58535,0.86035,0.9484,76.887,13.852,1.9296,0.31804,22
0.35,0.22,3,static,0.35065,0.55216,0.17185,0.58167,0.84023,0.9342,77.9,13.941,1.9111,0.31361,22
0.35,0.23,3,static,0.3497,0.54771,0.16951,0.57635,0.81807,0.9148,78.887,14.008,1.8841,0.3141,22
0.35,0.24,3,static,0.34919,0.5444,0.16994,0.57296,0.8027,0.8983,79.422,14.029,1.8589,0.31713,23
0.35,0.25,3,static,0.35027,0.54114,0.16964,0.56841,0.78113,0.8775,80.225,14.052,1.828,0.31138,23
0.35,0.26,3,static,0.35012,0.53748,0.1699,0.56403,0.76273,0.8588,81.023,14.092,1.8024,0.30773,23
0.35,0.27,3,static,0.34964,0.53349,0.16931,0.55875,0.73892,0.8268,81.337,14.032,1.7562,0.30765,23
0.35,0.28,3,static,0.34972,0.52918,0.16995,0.55204,0.7062,0.7928,82.426,14.078,1.7078,0.29715,23
0.35,0.29,3,static,0.34977,0.52565,0.17072,0.54737,0.68646,0.7674,82.55,14.002,1.6696,0.29212,25
0.35,0.3,3,static,0.34911,0.52118,0.16966,0.53969,0.65747,0.729,82.581,13.868,1.6062,0.28707,25
0.35,0.31,3,static,0.35084,0.51801,0.17228,0.53415,0.63202,0.692,83.266,13.823,1.5602,0.2789,25
0.35,0.32,3,static,0.35137,0.51356,0.17153,0.52561,0.59623,0.6405,83.165,13.622,1.4765,0.27524,26
0.35,0.33,3,static,0.35052,0.5089,0.17259,0.51785,0.5678,0.6016,82.997,13.479,1.4161,0.26323,26
0.35,0.34,3,static,0.34957,0.50404,0.16909,0.50776,0.52952,0.5466,82.966,13.269,1.3274,0.25742,26
0.35,0.35,3,static,0.3505,0.50047,0.17128,0.50102,0.50415,0.508,82.222,13.013,1.2622,0.24617,26
0.35,0.36,3,static,0.34978,0.49542,0.1697,0.49068,0.46731,0.4498,81.184,12.661,1.1687,0.23835,26
0.35,0.37,3,static,0.35019,0.49124,0.17056,0.48195,0.43764,0.4081,79.953,12.306,1.0898,0.22528,25
0.35,0.38,3,static,0.34938,0.48581,0.16991,0.47034,0.39675,0.3474,78.494,11.884,0.9835,0.21179,25
0.35,0.39,3,static,0.34996,0.48116,0.17159,0.46015,0.36372,0.2981,76.989,11.463,0.8965,0.20042,24
0.35,0.4,3,static,0.35088,0.47719,0.17197,0.45072,0.33969,0.2679,75.341,11.046,0.8313,0.1903,23
0.35,0.41,3,static,0.35027,0.47248,0.17047,0.44007,0.30834,0.2256,73.666,10.623,0.7501,0.17713,23
0.35,0.42,3,static,0.34968,0.46685,0.16863,0.42702,0.27234,0.1826,71.122,10.034,0.6515,0.16316,22
0.35,0.43,3,static,0.35014,0.46297,0.1704,0.41794,0.25012,0.157,69.329,9.6493,0.5937,0.15267,22
0.35,0.44,3,static,0.35006,0.45737,0.17096,0.40514,0.22037,0.1237,66.933,9.136,0.5165,0.13819,21
