propServerA,propServerB,bestof,model,pointServeRate,pointRate,holdRate,gameRate,setRate,winRate,expPoints,expGames,expSets,tiebreakRate,medianTGames
0.44,0.58,3,static,0.43995,0.42968,0.35211,0.32893,0.10159,0.0292,54.553,6.289,0.2217,0.059848,18
0.44,0.59,3,static,0.4401,0.42492,0.35331,0.31868,0.089902,0.0213,52.762,5.975,0.1947,0.051438,17
0.44,0.6,3,static,0.43968,0.41978,0.35207,0.30724,0.075831,0.0159,50.675,5.6255,0.1624,0.04548,17
0.44,0.61,3,static,0.44021,0.41575,0.35356,0.29851,0.064583,0.0118,49.137,5.3659,0.137,0.045114,17
0.44,0.62,3,static,0.44027,0.41079,0.35468,0.28895,0.053526,0.0078,47.302,5.0917,0.1125,0.036445,17
0.44,0.63,3,static,0.43981,0.40541,0.35292,0.27787,0.045278,0.0056,45.551,4.7988,0.0945,0.034977,16
0.44,0.64,3,static,0.4406,0.40113,0.35445,0.27013,0.037407,0.004,44.092,4.591,0.0775,0.028912,16
0.44,0.65,3,static,0.44026,0.39632,0.35395,0.26083,0.03174,0.0039,42.593,4.3574,0.0654,0.027615,16
0.44,0.66,3,static,0.44023,0.3919,0.35279,0.25287,0.026366,0.0015,41.337,4.1639,0.0541,0.023344,16
0.44,0.67,3,static,0.44024,0.38716,0.35275,0.24511,0.02208,0.0017,40.001,3.9794,0.0451,0.020513,16
0.44,0.68,3,static,0.44097,0.38305,0.35568,0.23847,0.016916,0.0006,38.841,3.826,0.0344,0.018391,16
0.44,0.69,3,static,0.43947,0.37716,0.35125,0.22894,0.012983,0.0003,37.38,3.6139,0.0263,0.014662,15
0.44,0.7,3,static,0.43832,0.3729,0.34927,0.22272,0.0091689,0.0006,36.366,3.4771,0.0185,0.013134,15
0.44,0.71,3,static,0.44025,0.37007,0.3529,0.21909,0.010099,0.0003,35.731,3.4043,0.0204,0.011337,15
0.44,0.72,3,static,0.43969,0.3648,0.35202,0.21209,0.0082817,0.0001,34.674,3.2632,0.0167,0.010563,15
0.44,0.73,3,static,0.44132,0.36166,0.3562,0.20986,0.0063593,0,33.909,3.2132,0.0128,0.0086447,15
0.44,0.74,3,static,0.43965,0.35667,0.3522,0.20347,0.0048266,0,32.923,3.0863,0.0097,0.0077126,15
0.44,0.75,3,static,0.43997,0.3526,0.35296,0.19904,0.0036369,0.0001,32.129,2.9987,0.0073,0.007224,15
0.44,0.76,3,static,0.4402,0.34885,0.35388,0.19558,0.0025438,0.0001,31.408,2.9307,0.0051,0.0058856,15
0.44,0.77,3,static,0.43997,0.34499,0.35266,0.19221,0.0023943,0,30.703,2.8664,0.0048,0.0050379,15
0.44,0.78,3,static,0.43923,0.3412,0.35155,0.18895,0.001996,0,30.075,2.8054,0.004,0.0054391,15
0.44,0.79,3,static,0.43811,0.33643,0.34883,0.18514,0.0018466,0,29.257,2.7351,0.0037,0.0038928,15
0.44,0.8,3,static,0.43896,0.33333,0.34997,0.18253,0.00089919,0,28.758,2.6853,0.0018,0.0034469,14
0.44,0.81,3,static,0.44068,0.33034,0.35407,0.18254,0.0009491,0,28.34,2.6864,0.0019,0.004246,15
0.44,0.82,3,static,0.43977,0.32667,0.35225,0.18031,0.00079936,0,27.747,2.6452,0.0016,0.0034472,14
0.44,0.83,3,static,0.43974,0.32294,0.35261,0.17858,0.00029991,0,27.183,2.6129,0.0006,0.0030491,14
0.44,0.84,3,static,0.43879,0.31881,0.34951,0.17557,0.00029991,0,26.592,2.5586,0.0006,0.0023493,14
0.44,0.85,3,static,0.43966,0.31604,0.35267,0.17626,0.00024994,0,26.208,2.5709,0.0005,0.0021995,14
0.44,0.86,3,static,0.43852,0.31269,0.34874,0.17397,0.00049975,0,25.745,2.5312,0.001,0.0021489,14
0.44,0.87,3,static,0.43933,0.30977,0.35163,0.17452,0.00024994,0,25.36,2.5399,0.0005,0.0026493,14
0.44,0.88,3,static,0.43988,0.30666,0.35239,0.1741,4.9998e-05,0,24.952,2.5323,0.0001,0.0021999,14
0.44,0.89,3,static,0.43866,0.30219,0.3498,0.17229,9.999e-05,0,24.391,2.5004,0.0002,0.0016998,14
0.45,0.1,3,static,0.44882,0.63697,0.37398,0.69789,0.99716,1,62.123,12.221,2,0.059979,17
0.45,0.11,3,static,0.45051,0.63486,0.37802,0.69938,0.99592,1,62.199,12.233,2,0.060751,17
0.45,0.12,3,static,0.44972,0.63181,0.37706,0.69857,0.99458,0.9999,62.257,12.244,1.9999,0.058584,17
0.45,0.13,3,static,0.44993,0.62872,0.3765,0.69788,0.99428,0.9999,62.529,12.25,1.9998,0.061403,17
0.45,0.14,3,static,0.45017,0.62585,0.37775,0.69752,0.99206,0.9999,62.681,12.274,1.9999,0.062354,17
0.45,0.15,3,static,0.4491,0.62168,0.37409,0.69475,0.99113,0.9997,63.005,12.283,1.9996,0.064981,17
0.45,0.16,3,static,0.45023,0.61994,0.37817,0.69567,0.98976,0.9999,63.013,12.29,1.9999,0.059933,17
0.45,0.17,3,static,0.44943,0.61599,0.37546,0.69252,0.98565,0.9993,63.538,12.341,1.9991,0.066364,17
0.45,0.18,3,static,0.44969,0.61311,0.37634,0.6912,0.98395,0.9992,63.814,12.352,1.9987,0.066115,17
0.45,0.19,3,static,0.45044,0.61023,0.37784,0.69057,0.98154,0.9992,64.131,12.377,1.9988,0.066244,17
0.45,0.2,3,static,0.44994,0.60662,0.37626,0.6873,0.97773,0.9984,64.644,12.412,1.9978,0.070376,17
0.45,0.21,3,static,0.45047,0.60362,0.37799,0.68642,0.97443,0.9979,64.986,12.435,1.9971,0.069871,17
0.45,0.22,3,static,0.45084,0.59992,0.37968,0.68358,0.97003,0.998,65.547,12.488,1.9971,0.074801,17
0.45,0.23,3,static,0.45092,0.5965,0.3798,0.68044,0.96511,0.9957,66.095,12.521,1.9941,0.077292,18
0.45,0.24,3,static,0.4505,0.59336,0.37844,0.67706,0.96019,0.9957,66.785,12.583,1.9948,0.080241,18
0.45,0.25,3,static,0.45108,0.5892,0.37914,0.67264,0.95094,0.9932,67.623,12.646,1.9905,0.083222,18
0.45,0.26,3,static,0.45104,0.5848,0.37918,0.66732,0.94449,0.99,68.416,12.688,1.9874,0.085971,18
0.45,0.27,3,static,0.45053,0.58155,0.37855,0.66286,0.93561,0.9881,69.215,12.769,1.9835,0.092594,18
0.45,0.28,3,static,0.45056,0.57737,0.37806,0.65744,0.92518,0.9845,70.322,12.851,1.9784,0.097363,18
0.45,0.29,3,static,0.45061,0.57391,0.37802,0.65277,0.9145,0.979,71.044,12.893,1.9712,0.09826,18
0.45,0.3,3,static,0.45005,0.5694,0.37768,0.64583,0.90024,0.9737,72.312,13.01,1.9646,0.10695,19
0.45,0.31,3,static,0.45063,0.56487,0.37795,0.63826,0.88314,0.9623,73.626,13.091,1.9491,0.11042,19
0.45,0.32,3,static,0.44933,0.56026,0.37522,0.63034,0.86406,0.9486,74.739,13.154,1.9284,0.11412,19
0.45,0.33,3,static,0.44994,0.556,0.37652,0.62258,0.84814,0.9392,76.053,13.252,1.9173,0.11815,19
0.45,0.34,3,static,0.45024,0.55223,0.37779,0.61631,0.83157,0.926,77.007,13.294,1.8984,0.12107,20
0.45,0.35,3,static,0.44998,0.54711,0.37723,0.60583,0.80354,0.8994,78.374,13.341,1.861,0.1247,20
0.45,0.36,3,static,0.45004,0.54265,0.3764,0.59686,0.78082,0.8758,79.4,13.347,1.8258,0.13061,21
0.45,0.37,3,static,0.44911,0.53762,0.37456,0.58674,0.75353,0.8472,80.282,13.332,1.7827,0.13065,21
0.45,0.38,3,static,0.44997,0.53337,0.37712,0.57808,0.72626,0.815,81.305,13.339,1.7388,0.13771,22
0.45,0.39,3,static,0.4499,0.52852,0.3767,0.56711,0.69878,0.7819,82.371,13.327,1.6949,0.13878,22
0.45,0.4,3,static,0.44936,0.52388,0.37542,0.55676,0.66679,0.7414,82.888,13.236,1.6327,0.13869,23
0.45,0.41,3,static,0.4508,0.52029,0.3792,0.54865,0.64238,0.7083,82.872,13.082,1.5757,0.13857,23
0.45,0.42,3,static,0.45058,0.51514,0.37717,0.53601,0.6069,0.6548,83.203,12.918,1.5028,0.13945,23
0.45,0.43,3,static,0.44919,0.50942,0.37429,0.52261,0.5659,0.5985,83.722,12.774,1.4148,0.13967,24
0.45,0.44,3,static,0.45019,0.50482,0.37694,0.51096,0.53084,0.5476,83.343,12.518,1.3332,0.13816,25
0.45,0.45,3,static,0.45072,0.49992,0.37799,0.49981,0.49942,0.4994,82.491,12.213,1.2508,0.13703,24
0.45,0.46,3,static,0.45004,0.495,0.37651,0.48811,0.46444,0.4504,81.058,11.815,1.1566,0.13211,24
0.45,0.47,3,static,0.45069,0.49055,0.37852,0.47659,0.4319,0.3996,79.778,11.447,1.0722,0.12681,23
0.45,0.48,3,static,0.45054,0.48562,0.3787,0.46485,0.39954,0.3521,78.765,11.132,0.9909,0.12431,23
0.45,0.49,3,static,0.45026,0.48002,0.3772,0.45046,0.36003,0.2967,77.15,10.67,0.8856,0.12273,23
0.45,0.5,3,static,0.44932,0.47473,0.37572,0.43735,0.32503,0.2496,75.027,10.196,0.7938,0.11121,22
0.45,0.51,3,static,0.44979,0.4697,0.37615,0.42439,0.29269,0.2056,72.796,9.7208,0.7076,0.10713,22
0.45,0.52,3,static,0.45092,0.46489,0.37929,0.41295,0.26551,0.1736,70.685,9.2933,0.6342,0.10554,21
0.45,0.53,3,static,0.45012,0.46023,0.37722,0.40169,0.24116,0.1454,68.444,8.8521,0.5695,0.096464,21
0.45,0.54,3,static,0.45064,0.45568,0.37851,0.39002,0.21085,0.111,66.788,8.4734,0.4936,0.092866,20
0.45,0.55,3,static,0.45042,0.44977,0.37834,0.37601,0.18458,0.0898,63.714,7.9099,0.425,0.085385,20
0.45,0.56,3,static,0.4494,0.44464,0.37535,0.36419,0.16189,0.0694,61.414,7.5016,0.368,0.079011,19
0.45,0.57,3,static,0.45084,0.44046,0.37844,0.35402,0.14305,0.0537,59.451,7.1449,0.3214,0.073838,19
0.45,0.58,3,static,0.45094,0.43577,0.37904,0.34314,0.123,0.0427,57.191,6.7579,0.2723,0.068841,18
0.45,0.59,3,static,0.45033,0.43055,0.37844,0.3319,0.10574,0.0308,55.042,6.3938,0.2314,0.0637,18
0.45,0.6,3,static,0.44956,0.42472,0.37478,0.31866,0.090808,0.0219,52.716,5.9798,0.1968,0.054033,17
0.45,0.61,3,static,0.4497,0.42008,0.37599,0.30946,0.077408,0.0178,50.737,5.6874,0.1657,0.051901,17
0.45,0.62,3,static,0.44886,0.41505,0.37399,0.29854,0.066048,0.0126,48.899,5.3721,0.1403,0.043263,17
0.45,0.63,3,static,0.45004,0.41093,0.37654,0.29063,0.055614,0.0084,47.381,5.1432,0.1171,0.040369,17
0.45,0.64,3,static,0.45068,0.40664,0.37814,0.28259,0.048941,0.0073,45.927,4.9201,0.1024,0.034699,16
0.45,0.65,3,static,0.44958,0.401,0.37557,0.27188,0.036529,0.0048,44.005,4.6299,0.0756,0.032808,16
0.45,0.66,3,static,0.44966,0.39673,0.37755,0.26529,0.030281,0.0037,42.674,4.4582,0.0623,0.028531,16
0.45,0.67,3,static,0.44934,0.39232,0.37381,0.25541,0.027741,0.002,41.447,4.2222,0.057,0.023556,16
0.45,0.68,3,static,0.45089,0.38817,0.37863,0.2498,0.021926,0.0012,40.223,4.0819,0.0448,0.020996,16
0.45,0.69,3,static,0.4507,0.38359,0.37876,0.2434,0.018654,0.0006,39.043,3.9373,0.038,0.02047,16
0.45,0.7,3,static,0.44893,0.37866,0.37396,0.2347,0.014105,0.0005,37.8,3.7383,0.0286,0.018543,15
0.45,0.71,3,static,0.44985,0.37475,0.37554,0.22946,0.011028,0.0002,36.806,3.6214,0.0223,0.015776,15
0.45,0.72,3,static,0.45137,0.37173,0.37972,0.22683,0.0098539,0.0004,36.129,3.5636,0.0199,0.015152,15
0.45,0.73,3,static,0.45093,0.36709,0.37872,0.2205,0.0093134,0.0001,35.104,3.4316,0.0188,0.011344,15
0.45,0.74,3,static,0.45027,0.36264,0.37681,0.2154,0.0071496,0.0002,34.186,3.3241,0.0144,0.011519,15
0.45,0.75,3,static,0.44977,0.35845,0.37672,0.21131,0.0048271,0.0001,33.278,3.2369,0.0097,0.0083603,15
0.45,0.76,3,static,0.45042,0.35442,0.37818,0.20725,0.0034381,0,32.48,3.1552,0.0069,0.0076735,15
0.45,0.77,3,static,0.45009,0.35061,0.37663,0.20323,0.00319,0.0001,31.782,3.0757,0.0064,0.0063799,15
0.45,0.78,3,static,0.45079,0.34727,0.37944,0.20249,0.0026927,0,31.168,3.0611,0.0054,0.0062332,15
0.45,0.79,3,static,0.44983,0.3427,0.37638,0.19735,0.0021952,0,30.364,2.9622,0.0044,0.0058372,15
0.45,0.8,3,static,0.45075,0.33959,0.37891,0.19664,0.001398,0,29.853,2.947,0.0028,0.005742,15
0.45,0.81,3,static,0.45004,0.33571,0.37774,0.19433,0.0015476,0,29.206,2.9035,0.0031,0.0046927,15
0.45,0.82,3,static,0.44965,0.33221,0.37553,0.19111,0.00074944,0,28.646,2.8422,0.0015,0.0041469,15
0.45,0.83,3,static,0.44922,0.32851,0.37493,0.18963,0.00074944,0,28.095,2.8143,0.0015,0.0041469,15
0.45,0.84,3,static,0.45064,0.32614,0.37813,0.18988,0.00079936,0,27.793,2.8193,0.0016,0.0045963,15
0.45,0.85,3,static,0.45004,0.32261,0.37711,0.18844,0.00069951,0,27.264,2.7926,0.0014,0.0037973,15
0.45,0.86,3,static,0.45024,0.31889,0.37842,0.18812,0.00069951,0,26.711,2.7865,0.0014,0.0039472,15
0.45,0.87,3,static,0.44961,0.31547,0.37595,0.18588,0.00029991,0,26.258,2.7446,0.0006,0.003349,15
0.45,0.88,3,static,0.45009,0.31313,0.37737,0.18618,0.00029991,0,25.964,2.7493,0.0006,0.0027992,15
0.45,0.89,3,static,0.4489,0.30888,0.37299,0.18381,9.999e-05,0,25.356,2.7066,0.0002,0.0030997,15
0.46,0.1,3,static,0.4594,0.6426,0.39877,0.70998,0.99736,1,61.534,12.184,2,0.04912,17
0.46,0.11,3,static,0.45952,0.64005,0.39892,0.70962,0.99706,1,61.539,12.191,2,0.048407,17
0.46,0.12,3,static,0.45994,0.63683,0.40077,0.70947,0.99656,0.9999,61.626,12.187,1.9999,0.04709,17
0.46,0.13,3,static,0.45963,0.63374,0.4005,0.7087,0.99423,1,61.847,12.216,2,0.049761,17
0.46,0.14,3,static,0.4598,0.63136,0.40074,0.70849,0.99458,0.9999,61.883,12.211,1.9999,0.047543,17
0.46,0.15,3,static,0.45966,0.62766,0.40005,0.70684,0.99142,0.9999,62.343,12.248,1.9998,0.051311,17
0.46,0.16,3,static,0.45974,0.62428,0.3998,0.70527,0.99142,1,62.567,12.25,2,0.05081,17
0.46,0.17,3,static,0.45955,0.62119,0.40021,0.70449,0.99054,0.9995,62.687,12.255,1.9992,0.053263,17
0.46,0.18,3,static,0.46065,0.61829,0.40152,0.70325,0.98648,0.9995,63.105,12.291,1.999,0.053543,17
0.46,0.19,3,static,0.46071,0.61548,0.40255,0.70216,0.98483,0.9996,63.335,12.311,1.9995,0.055017,17
0.46,0.2,3,static,0.46023,0.61199,0.4023,0.69969,0.98212,0.9997,63.77,12.353,1.9995,0.058942,17
0.46,0.21,3,static,0.45988,0.60815,0.40064,0.6966,0.9797,0.9981,64.222,12.368,1.9978,0.059876,17
0.46,0.22,3,static,0.45984,0.60464,0.40049,0.69345,0.97558,0.9983,64.744,12.408,1.9978,0.063532,17
0.46,0.23,3,static,0.46075,0.6017,0.40231,0.69115,0.97244,0.9978,65.239,12.443,1.9972,0.066608,17
0.46,0.24,3,static,0.45956,0.59708,0.39969,0.68602,0.96491,0.9973,66.016,12.507,1.9965,0.067662,17
0.46,0.25,3,static,0.45981,0.59429,0.40093,0.68389,0.96376,0.9977,66.409,12.536,1.997,0.071136,17
0.46,0.26,3,static,0.45897,0.58892,0.39914,0.67688,0.95273,0.9937,67.469,12.616,1.9915,0.07597,18
0.46,0.27,3,static,0.46026,0.58649,0.40242,0.67442,0.94443,0.9918,68.234,12.686,1.9885,0.079744,18
0.46,0.28,3,static,0.46018,0.5826,0.40142,0.66918,0.93666,0.9883,68.978,12.726,1.9846,0.081792,18
0.46,0.29,3,static,0.4606,0.57856,0.40211,0.66388,0.92662,0.9866,69.99,12.812,1.9812,0.084935,18
0.46,0.3,3,static,0.46042,0.57431,0.40233,0.65681,0.91146,0.978,71.013,12.885,1.9704,0.088584,18
0.46,0.31,3,static,0.46006,0.56992,0.4009,0.65009,0.90107,0.971,72.183,12.953,1.962,0.095986,18
0.46,0.32,3,static,0.45979,0.5653,0.39999,0.64235,0.88416,0.9624,73.449,13.039,1.9486,0.10028,19
0.46,0.33,3,static,0.46029,0.56089,0.40143,0.6348,0.86816,0.9501,74.625,13.106,1.9321,0.10595,19
0.46,0.34,3,static,0.46058,0.55699,0.40278,0.62746,0.84568,0.9351,75.754,13.182,1.9125,0.10568,19
0.46,0.35,3,static,0.46025,0.55217,0.40146,0.61782,0.82539,0.9175,76.839,13.219,1.8842,0.11083,20
0.46,0.36,3,static,0.46036,0.54799,0.4015,0.60956,0.80701,0.9027,78.125,13.283,1.8633,0.11456,20
0.46,0.37,3,static,0.45962,0.54293,0.39932,0.59918,0.78162,0.8755,79.228,13.297,1.8268,0.12237,21
0.46,0.38,3,static,0.45968,0.53848,0.40062,0.59004,0.75974,0.8548,80.629,13.386,1.8008,0.12522,21
0.46,0.39,3,static,0.46047,0.53419,0.4024,0.58048,0.73124,0.824,81.222,13.308,1.7508,0.12384,22
0.46,0.4,3,static,0.45927,0.52876,0.39901,0.56806,0.69654,0.7834,82.519,13.306,1.6949,0.12769,22
0.46,0.41,3,static,0.4604,0.52525,0.40167,0.56077,0.67737,0.754,82.536,13.175,1.649,0.13018,22
0.46,0.42,3,static,0.46007,0.52002,0.4011,0.54803,0.63791,0.7032,83.129,13.068,1.5745,0.13155,23
0.46,0.43,3,static,0.46016,0.51476,0.40116,0.536,0.60547,0.658,83.26,12.867,1.4997,0.1317,23
0.46,0.44,3,static,0.46086,0.51016,0.4031,0.52534,0.5719,0.6059,83.401,12.715,1.4214,0.13475,23
0.46,0.45,3,static,0.45995,0.5049,0.40076,0.51168,0.53158,0.5474,83.174,12.461,1.3313,0.13488,24
0.46,0.46,3,static,0.46028,0.50018,0.40266,0.50065,0.50111,0.5003,82.504,12.217,1.2605,0.12932,24
0.46,0.47,3,static,0.46038,0.49512,0.40189,0.48787,0.4649,0.4474,81.202,11.802,1.161,0.12778,24
0.46,0.48,3,static,0.46019,0.49042,0.40193,0.47621,0.4314,0.3982,80.093,11.463,1.0748,0.12306,24
0.46,0.49,3,static,0.46037,0.48493,0.40246,0.46247,0.39222,0.3418,78.734,11.061,0.9736,0.12251,23
0.46,0.5,3,static,0.46,0.47974,0.40161,0.44972,0.35937,0.2979,76.569,10.579,0.882,0.11702,23
0.46,0.51,3,static,0.46002,0.47493,0.4008,0.43755,0.32702,0.2504,75.2,10.208,0.7994,0.11552,22
0.46,0.52,3,static,0.45877,0.46959,0.39889,0.42474,0.29318,0.2095,72.592,9.7061,0.7076,0.10561,22
0.46,0.53,3,static,0.45952,0.46417,0.39994,0.41087,0.26038,0.1666,70.252,9.1889,0.6204,0.10073,21
0.46,0.54,3,static,0.46037,0.4606,0.40251,0.40238,0.23939,0.1466,68.611,8.8809,0.5652,0.10174,21
0.46,0.55,3,static,0.46119,0.45566,0.40429,0.39051,0.21835,0.1233,66.421,8.4501,0.5117,0.086452,20
0.46,0.56,3,static,0.46016,0.45032,0.40101,0.37703,0.18456,0.0861,64.004,7.9607,0.4255,0.083973,20
0.46,0.57,3,static,0.45893,0.44464,0.39797,0.3638,0.1632,0.0706,61.316,7.4834,0.3709,0.077133,19
0.46,0.58,3,static,0.46094,0.44055,0.40287,0.35433,0.14483,0.059,59.313,7.1344,0.3248,0.075894,19
0.46,0.59,3,static,0.46106,0.43484,0.40366,0.3422,0.12164,0.0414,56.848,6.7311,0.2693,0.066034,18
0.46,0.6,3,static,0.45938,0.43022,0.39918,0.33149,0.1051,0.0307,54.922,6.3802,0.2299,0.060803,18
0.46,0.61,3,static,0.46022,0.42571,0.40134,0.32243,0.093137,0.0232,53.133,6.0922,0.2022,0.055965,17
0.46,0.62,3,static,0.4592,0.42058,0.39903,0.31135,0.07754,0.0161,50.925,5.7493,0.1662,0.048101,17
0.46,0.63,3,static,0.4598,0.41566,0.40013,0.30131,0.064327,0.0134,48.943,5.4281,0.1362,0.043735,17
0.46,0.64,3,static,0.46104,0.41148,0.40357,0.29299,0.055571,0.0087,47.486,5.2036,0.117,0.040847,17
0.46,0.65,3,static,0.45927,0.40644,0.39979,0.28406,0.046953,0.0082,45.714,4.9441,0.098,0.03531,16
0.46,0.66,3,static,0.4615,0.40249,0.40512,0.27747,0.037996,0.0035,44.489,4.7707,0.0788,0.035151,16
0.46,0.67,3,static,0.46013,0.39735,0.40106,0.26783,0.032064,0.0037,42.83,4.5192,0.0661,0.029348,16
0.46,0.68,3,static,0.45995,0.39318,0.40076,0.26062,0.026945,0.0024,41.666,4.3434,0.0553,0.028261,16
0.46,0.69,3,static,0.45888,0.38813,0.39892,0.25337,0.022597,0.0013,40.244,4.1647,0.0462,0.023575,16
0.46,0.7,3,static,0.46038,0.38438,0.40192,0.24741,0.018994,0.0008,39.227,4.0231,0.0387,0.02189,16
0.46,0.71,3,static,0.46006,0.38004,0.40209,0.2422,0.015269,0.0007,38.151,3.9019,0.031,0.02054,16
0.46,0.72,3,static,0.45966,0.37607,0.40091,0.23677,0.012446,0.0003,37.195,3.7776,0.0252,0.017187,16
0.46,0.73,3,static,0.46083,0.37207,0.40332,0.23185,0.0099505,0.0001,36.195,3.6664,0.0201,0.014604,15
0.46,0.74,3,static,0.45926,0.36733,0.39891,0.2253,0.0075434,0.0002,35.13,3.5248,0.0152,0.012506,15
0.46,0.75,3,static,0.45947,0.36323,0.39971,0.22193,0.0061618,0,34.271,3.4526,0.0124,0.012075,15
0.46,0.76,3,static,0.46064,0.36036,0.40188,0.21928,0.0060139,0.0001,33.723,3.3985,0.0121,0.010736,15
0.46,0.77,3,static,0.46111,0.35681,0.4038,0.21648,0.0047278,0.0001,33.032,3.3387,0.0095,0.0097044,15
0.46,0.78,3,static,0.4579,0.35105,0.39578,0.20971,0.002991,0,31.886,3.2014,0.006,0.0078764,15
0.46,0.79,3,static,0.46036,0.34875,0.40194,0.20934,0.0026433,0.0001,31.52,3.1926,0.0053,0.0075807,15
0.46,0.8,3,static,0.46019,0.34541,0.40195,0.20793,0.0022948,0.0001,30.917,3.1652,0.0046,0.0071838,15
0.46,0.81,3,static,0.4598,0.34116,0.40074,0.20477,0.0018466,0,30.216,3.1017,0.0037,0.0054399,15
0.46,0.82,3,static,0.45999,0.33851,0.40022,0.20316,0.0011487,0,29.753,3.0692,0.0023,0.0064925,15
0.46,0.83,3,static,0.4599,0.33495,0.40085,0.20181,0.0011487,0,29.211,3.0444,0.0023,0.0062928,15
0.46,0.84,3,static,0.45938,0.33101,0.40048,0.20053,0.00084928,0,28.567,3.0181,0.0017,0.0052455,15
0.46,0.85,3,static,0.45986,0.32778,0.40088,0.19912,0.00059964,0,28.09,2.9911,0.0012,0.0042974,15
0.46,0.86,3,static,0.45903,0.32395,0.3987,0.19757,0.00079936,0,27.559,2.9623,0.0016,0.0053957,15
0.46,0.87,3,static,0.45894,0.32112,0.39846,0.19685,0.00029991,0,27.139,2.9467,0.0006,0.0037989,15
0.46,0.88,3,static,0.46066,0.31887,0.40257,0.19814,0.00029991,0,26.867,2.9724,0.0006,0.0050985,15
0.46,0.89,3,static,0.46,0.31532,0.40078,0.19673,0.00029991,0,26.383,2.9452,0.0006,0.0046486,15
0.47,0.1,3,static,0.46991,0.64821,0.42509,0.72181,0.9982,1,60.862,12.149,2,0.037982,17
0.47,0.11,3,static,0.46959,0.6451,0.42412,0.72088,0.99785,0.9999,60.939,12.15,1.9998,0.038272,17
0.47,0.12,3,static,0.46891,0.64214,0.42319,0.7198,0.99626,0.9999,61.072,12.168,1.9999,0.039404,17
0.47,0.13,3,static,0.47064,0.63952,0.4273,0.7216,0.99681,1,61.158,12.158,2,0.037829,17
0.47,0.14,3,static,0.46982,0.63626,0.42485,0.71966,0.99572,1,61.299,12.17,2,0.038584,17
0.47,0.15,3,static,0.47012,0.63365,0.42457,0.71862,0.99463,0.9999,61.566,12.189,1.9999,0.039936,17
0.47,0.16,3,static,0.46955,0.62986,0.42446,0.71661,0.99246,0.9997,61.854,12.209,1.9996,0.042287,17
0.47,0.17,3,static,0.47134,0.62756,0.42754,0.71774,0.99231,0.9999,61.992,12.21,1.9998,0.041284,17
0.47,0.18,3,static,0.46885,0.62347,0.42244,0.71373,0.99103,0.9998,62.274,12.23,1.9997,0.044801,17
0.47,0.19,3,static,0.47037,0.62081,0.42599,0.71286,0.98853,0.9998,62.55,12.246,1.9998,0.042017,17
0.47,0.2,3,static,0.46987,0.61667,0.42483,0.71052,0.9857,0.9995,63.04,12.282,1.9991,0.047532,17
0.47,0.21,3,static,0.47071,0.61397,0.42768,0.70982,0.98517,0.9993,63.235,12.287,1.9992,0.048687,17
0.47,0.22,3,static,0.47028,0.61007,0.42555,0.70506,0.98071,0.9985,63.86,12.326,1.998,0.049575,17
0.47,0.23,3,static,0.47019,0.60643,0.42628,0.70305,0.97731,0.9988,64.406,12.37,1.9986,0.052176,17
0.47,0.24,3,static,0.46912,0.60275,0.42346,0.69877,0.97173,0.9976,64.934,12.415,1.9968,0.055915,17
0.47,0.25,3,static,0.46955,0.59875,0.42459,0.69473,0.9662,0.9962,65.716,12.474,1.9952,0.058935,17
0.47,0.26,3,static,0.47027,0.59555,0.42654,0.69132,0.96152,0.9957,66.195,12.51,1.9941,0.063407,17
0.47,0.27,3,static,0.46917,0.59071,0.42388,0.68428,0.95121,0.9933,67.211,12.585,1.9904,0.064229,17
0.47,0.28,3,static,0.47019,0.5875,0.42637,0.68104,0.94796,0.9929,67.916,12.634,1.9911,0.067701,17
0.47,0.29,3,static,0.47146,0.58381,0.42917,0.6761,0.93887,0.9887,68.668,12.678,1.9843,0.07083,18
0.47,0.3,3,static,0.47059,0.57952,0.42668,0.6691,0.92716,0.9842,69.876,12.759,1.9781,0.076541,18
0.47,0.31,3,static,0.46909,0.57421,0.42269,0.65995,0.91154,0.9787,71.177,12.879,1.9724,0.0812,18
0.47,0.32,3,static,0.46949,0.57057,0.42336,0.65356,0.89786,0.9714,72.226,12.947,1.9612,0.089594,18
0.47,0.33,3,static,0.47076,0.56686,0.42684,0.64818,0.89034,0.9652,73.086,12.983,1.9527,0.093562,18
0.47,0.34,3,static,0.46937,0.56165,0.42469,0.63898,0.86928,0.952,74.516,13.099,1.9364,0.098896,19
0.47,0.35,3,static,0.46987,0.55774,0.42488,0.63142,0.85111,0.9406,75.644,13.157,1.9184,0.099201,19
0.47,0.36,3,static,0.4698,0.55268,0.42516,0.62137,0.83049,0.9212,76.711,13.188,1.8916,0.10445,20
0.47,0.37,3,static,0.47003,0.54818,0.42533,0.61218,0.81076,0.9056,78.208,13.278,1.8722,0.11116,20
0.47,0.38,3,static,0.47063,0.54367,0.42683,0.6026,0.78761,0.8827,79.221,13.286,1.8378,0.1149,20
0.47,0.39,3,static,0.47104,0.53942,0.42887,0.59397,0.76281,0.8562,80.006,13.278,1.8,0.11574,21
0.47,0.4,3,static,0.46951,0.53442,0.42366,0.58222,0.73173,0.8237,81.43,13.304,1.7533,0.12182,22
0.47,0.41,3,static,0.47039,0.52937,0.4256,0.57048,0.70043,0.7861,82.124,13.218,1.6965,0.12336,22
